id,itemnum,itemtype,min_level,max_level,prob,map,mob,alt
1280,176,12,0,0,800,0,1292,0|0|0|0|0|0|0|0
1281,81,12,0,0,100,0,1292,0|0|0|0|0|0|0|0
1282,401,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1283,3,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1284,331,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1285,32,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1286,301,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1287,101,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1288,131,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1289,202,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1290,162,8,0,0,100,0,1292,0|0|0|0|0|0|0|0
1291,513,3,0,0,100,0,1292,0|0|0|0|0|0|0|0
1292,31,2,0,0,100,0,1292,0|0|0|0|0|0|0|0
1293,61,3,0,0,100,0,1292,0|0|0|0|0|0|0|0
1294,91,4,0,0,100,0,1292,0|0|0|0|0|0|0|0
1295,121,5,0,0,100,0,1292,0|0|0|0|0|0|0|0
1296,2,9,0,0,100,0,1292,0|0|0|0|0|0|0|0
1297,413,2,0,0,100,0,1292,0|0|0|0|0|0|0|0
1298,313,5,0,0,100,0,1292,0|0|0|0|0|0|0|0
1299,313,4,0,0,100,0,1292,0|0|0|0|0|0|0|0
1300,175,12,0,0,600,0,43,0|0|0|0|0|0|0|0
1301,178,12,0,0,200,0,43,0|0|0|0|0|0|0|0
1302,102,10,0,0,100,0,43,0|0|0|0|0|0|0|0
1303,176,12,0,0,800,0,43,0|0|0|0|0|0|0|0
1304,121,10,0,0,100,0,43,0|0|0|0|0|0|0|0
1305,82,7,0,0,100,0,43,0|0|0|0|0|0|0|0
1306,163,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1307,203,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1308,132,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1309,102,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1310,302,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1311,33,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1312,332,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1313,4,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1314,402,8,0,0,100,0,43,0|0|0|0|0|0|0|0
1315,413,3,0,0,100,0,43,0|0|0|0|0|0|0|0
1316,8,2,0,0,100,0,43,0|0|0|0|0|0|0|0
1317,8,3,0,0,100,0,43,0|0|0|0|0|0|0|0
1318,8,4,0,0,100,0,43,0|0|0|0|0|0|0|0
1319,8,5,0,0,100,0,43,0|0|0|0|0|0|0|0
1320,62,9,0,0,100,0,43,0|0|0|0|0|0|0|0
1321,513,2,0,0,100,0,43,0|0|0|0|0|0|0|0
1322,413,5,0,0,100,0,43,0|0|0|0|0|0|0|0
1323,413,4,0,0,100,0,43,0|0|0|0|0|0|0|0
1324,176,12,0,0,600,0,101,0|0|0|0|0|0|0|0
1325,178,12,0,0,100,0,101,0|0|0|0|0|0|0|0
1326,102,10,0,0,100,0,101,0|0|0|0|0|0|0|0
1327,121,10,0,0,100,0,101,0|0|0|0|0|0|0|0
1328,172,12,0,0,800,0,101,0|0|0|0|0|0|0|0
1329,33,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1330,402,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1331,102,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1332,332,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1333,302,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1334,4,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1335,203,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1336,132,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1337,163,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1338,311,3,0,0,100,0,101,0|0|0|0|0|0|0|0
1339,8,2,0,0,100,0,101,0|0|0|0|0|0|0|0
1340,8,3,0,0,100,0,101,0|0|0|0|0|0|0|0
1341,8,4,0,0,100,0,101,0|0|0|0|0|0|0|0
1342,8,5,0,0,100,0,101,0|0|0|0|0|0|0|0
1343,2,9,0,0,100,0,101,0|0|0|0|0|0|0|0
1344,408,2,0,0,100,0,101,0|0|0|0|0|0|0|0
1345,309,5,0,0,100,0,101,0|0|0|0|0|0|0|0
1346,310,4,0,0,100,0,101,0|0|0|0|0|0|0|0
1347,638,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1348,731,8,0,0,100,0,101,0|0|0|0|0|0|0|0
1349,176,12,0,0,600,0,1289,0|0|0|0|0|0|0|0
1350,172,12,0,0,700,0,1289,0|0|0|0|0|0|0|0
1351,121,10,0,0,100,0,1289,0|0|0|0|0|0|0|0
1352,178,12,0,0,200,0,1289,0|0|0|0|0|0|0|0
1353,102,10,0,0,100,0,1289,0|0|0|0|0|0|0|0
1354,332,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1355,33,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1356,402,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1357,132,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1358,102,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1359,302,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1360,163,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1361,4,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1362,203,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1363,509,2,0,0,100,0,1289,0|0|0|0|0|0|0|0
1364,8,2,0,0,100,0,1289,0|0|0|0|0|0|0|0
1365,8,3,0,0,100,0,1289,0|0|0|0|0|0|0|0
1366,8,4,0,0,100,0,1289,0|0|0|0|0|0|0|0
1367,8,5,0,0,100,0,1289,0|0|0|0|0|0|0|0
1368,62,9,0,0,100,0,1289,0|0|0|0|0|0|0|0
1369,312,3,0,0,100,0,1289,0|0|0|0|0|0|0|0
1370,407,4,0,0,100,0,1289,0|0|0|0|0|0|0|0
1371,408,5,0,0,100,0,1289,0|0|0|0|0|0|0|0
1372,704,8,0,0,100,0,1289,0|0|0|0|0|0|0|0
1373,191,12,0,0,600,0,1293,0|0|0|0|0|0|0|0
1374,102,10,0,0,100,0,1293,0|0|0|0|0|0|0|0
1375,121,10,0,0,100,0,1293,0|0|0|0|0|0|0|0
1376,192,12,0,0,700,0,1293,0|0|0|0|0|0|0|0
1377,88,7,0,0,100,0,1293,0|0|0|0|0|0|0|0
1378,163,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1379,203,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1380,4,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1381,402,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1382,33,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1383,302,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1384,332,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1385,102,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1386,132,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1387,510,2,0,0,100,0,1293,0|0|0|0|0|0|0|0
1388,8,2,0,0,100,0,1293,0|0|0|0|0|0|0|0
1389,8,3,0,0,100,0,1293,0|0|0|0|0|0|0|0
1390,8,4,0,0,100,0,1293,0|0|0|0|0|0|0|0
1391,8,5,0,0,100,0,1293,0|0|0|0|0|0|0|0
1392,2,9,0,0,100,0,1293,0|0|0|0|0|0|0|0
1393,507,3,0,0,100,0,1293,0|0|0|0|0|0|0|0
1394,412,4,0,0,100,0,1293,0|0|0|0|0|0|0|0
1395,411,5,0,0,100,0,1293,0|0|0|0|0|0|0|0
1396,638,8,0,0,100,0,1293,0|0|0|0|0|0|0|0
1397,191,12,0,0,600,0,73,0|0|0|0|0|0|0|0
1398,192,12,0,0,800,0,73,0|0|0|0|0|0|0|0
1399,121,10,0,0,100,0,73,0|0|0|0|0|0|0|0
1400,102,10,0,0,100,0,73,0|0|0|0|0|0|0|0
1401,81,12,0,0,100,0,73,0|0|0|0|0|0|0|0
1402,5,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1403,34,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1404,103,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1405,133,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1406,204,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1407,403,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1408,431,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1409,303,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1410,611,2,0,0,100,0,73,0|0|0|0|0|0|0|0
1411,32,3,0,0,100,0,73,0|0|0|0|0|0|0|0
1412,62,4,0,0,100,0,73,0|0|0|0|0|0|0|0
1413,92,5,0,0,100,0,73,0|0|0|0|0|0|0|0
1414,122,2,0,0,100,0,73,0|0|0|0|0|0|0|0
1415,3,9,0,0,100,0,73,0|0|0|0|0|0|0|0
1416,508,3,0,0,100,0,73,0|0|0|0|0|0|0|0
1417,509,4,0,0,100,0,73,0|0|0|0|0|0|0|0
1418,510,5,0,0,100,0,73,0|0|0|0|0|0|0|0
1419,525,8,0,0,100,0,73,0|0|0|0|0|0|0|0
1420,176,12,0,0,400,0,102,0|0|0|0|0|0|0|0
1421,102,10,0,0,100,0,102,0|0|0|0|0|0|0|0
1422,172,12,0,0,700,0,102,0|0|0|0|0|0|0|0
1423,121,10,0,0,100,0,102,0|0|0|0|0|0|0|0
1424,196,12,0,0,300,0,102,0|0|0|0|0|0|0|0
1425,84,7,0,0,100,0,102,0|0|0|0|0|0|0|0
1426,4,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1427,33,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1428,102,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1429,402,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1430,132,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1431,332,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1432,163,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1433,203,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1434,302,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1435,509,3,0,0,100,0,102,0|0|0|0|0|0|0|0
1436,8,2,0,0,100,0,102,0|0|0|0|0|0|0|0
1437,8,3,0,0,100,0,102,0|0|0|0|0|0|0|0
1438,8,4,0,0,100,0,102,0|0|0|0|0|0|0|0
1439,8,5,0,0,100,0,102,0|0|0|0|0|0|0|0
1440,61,9,0,0,100,0,102,0|0|0|0|0|0|0|0
1441,612,2,0,0,100,0,102,0|0|0|0|0|0|0|0
1442,511,5,0,0,100,0,102,0|0|0|0|0|0|0|0
1443,510,4,0,0,100,0,102,0|0|0|0|0|0|0|0
1444,704,8,0,0,100,0,102,0|0|0|0|0|0|0|0
1445,176,12,0,0,700,0,1290,0|0|0|0|0|0|0|0
1446,172,12,0,0,600,0,1290,0|0|0|0|0|0|0|0
1447,121,10,0,0,100,0,1290,0|0|0|0|0|0|0|0
1448,102,10,0,0,100,0,1290,0|0|0|0|0|0|0|0
1449,196,12,0,0,200,0,1290,0|0|0|0|0|0|0|0
1450,33,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1451,402,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1452,102,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1453,332,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1454,163,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1455,302,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1456,132,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1457,4,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1458,203,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1459,511,2,0,0,100,0,1290,0|0|0|0|0|0|0|0
1460,8,2,0,0,100,0,1290,0|0|0|0|0|0|0|0
1461,8,3,0,0,100,0,1290,0|0|0|0|0|0|0|0
1462,8,4,0,0,100,0,1290,0|0|0|0|0|0|0|0
1463,8,5,0,0,100,0,1290,0|0|0|0|0|0|0|0
1464,62,9,0,0,100,0,1290,0|0|0|0|0|0|0|0
1465,508,3,0,0,100,0,1290,0|0|0|0|0|0|0|0
1466,507,4,0,0,100,0,1290,0|0|0|0|0|0|0|0
1467,412,5,0,0,100,0,1290,0|0|0|0|0|0|0|0
1468,638,8,0,0,100,0,1290,0|0|0|0|0|0|0|0
1469,187,12,0,0,800,0,1294,0|0|0|0|0|0|0|0
1470,185,12,0,0,600,0,1294,0|0|0|0|0|0|0|0
1471,102,10,0,0,100,0,1294,0|0|0|0|0|0|0|0
1472,121,10,0,0,100,0,1294,0|0|0|0|0|0|0|0
1473,203,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1474,302,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1475,4,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1476,163,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1477,332,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1478,33,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1479,132,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1480,402,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1481,102,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1482,409,3,0,0,100,0,1294,0|0|0|0|0|0|0|0
1483,8,2,0,0,100,0,1294,0|0|0|0|0|0|0|0
1484,8,3,0,0,100,0,1294,0|0|0|0|0|0|0|0
1485,8,4,0,0,100,0,1294,0|0|0|0|0|0|0|0
1486,8,5,0,0,100,0,1294,0|0|0|0|0|0|0|0
1487,2,9,0,0,100,0,1294,0|0|0|0|0|0|0|0
1488,512,2,0,0,100,0,1294,0|0|0|0|0|0|0|0
1489,411,5,0,0,100,0,1294,0|0|0|0|0|0|0|0
1490,410,4,0,0,100,0,1294,0|0|0|0|0|0|0|0
1491,525,8,0,0,100,0,1294,0|0|0|0|0|0|0|0
1492,187,12,0,0,600,0,44,0|0|0|0|0|0|0|0
1493,187,12,0,0,600,0,95,0|0|0|0|0|0|0|0
1494,185,12,0,0,700,0,44,0|0|0|0|0|0|0|0
1495,185,12,0,0,700,0,95,0|0|0|0|0|0|0|0
1496,121,10,0,0,100,0,44,0|0|0|0|0|0|0|0
1497,121,10,0,0,100,0,95,0|0|0|0|0|0|0|0
1498,102,10,0,0,100,0,44,0|0|0|0|0|0|0|0
1499,102,10,0,0,100,0,95,0|0|0|0|0|0|0|0
1500,89,7,0,0,100,0,44,0|0|0|0|0|0|0|0
1501,89,7,0,0,100,0,95,0|0|0|0|0|0|0|0
1502,163,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1503,163,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1504,203,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1505,203,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1506,302,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1507,302,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1508,402,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1509,402,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1510,332,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1511,332,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1512,132,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1513,132,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1514,33,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1515,33,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1516,102,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1517,102,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1518,4,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1519,4,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1520,408,3,0,0,100,0,44,0|0|0|0|0|0|0|0
1521,408,3,0,0,100,0,95,0|0|0|0|0|0|0|0
1522,8,2,0,0,100,0,44,0|0|0|0|0|0|0|0
1523,8,2,0,0,100,0,95,0|0|0|0|0|0|0|0
1524,8,3,0,0,100,0,44,0|0|0|0|0|0|0|0
1525,8,3,0,0,100,0,95,0|0|0|0|0|0|0|0
1526,8,4,0,0,100,0,44,0|0|0|0|0|0|0|0
1527,8,4,0,0,100,0,95,0|0|0|0|0|0|0|0
1528,8,5,0,0,100,0,44,0|0|0|0|0|0|0|0
1529,8,5,0,0,100,0,95,0|0|0|0|0|0|0|0
1530,62,9,0,0,100,0,44,0|0|0|0|0|0|0|0
1531,62,9,0,0,100,0,95,0|0|0|0|0|0|0|0
1532,411,2,0,0,100,0,44,0|0|0|0|0|0|0|0
1533,411,2,0,0,100,0,95,0|0|0|0|0|0|0|0
1534,312,5,0,0,100,0,44,0|0|0|0|0|0|0|0
1535,312,5,0,0,100,0,95,0|0|0|0|0|0|0|0
1536,407,4,0,0,100,0,44,0|0|0|0|0|0|0|0
1537,407,4,0,0,100,0,95,0|0|0|0|0|0|0|0
1538,501,8,0,0,100,0,44,0|0|0|0|0|0|0|0
1539,501,8,0,0,100,0,95,0|0|0|0|0|0|0|0
1540,185,12,0,0,800,0,64,0|0|0|0|0|0|0|0
1541,185,12,0,0,800,0,97,0|0|0|0|0|0|0|0
1542,102,10,0,0,100,0,64,0|0|0|0|0|0|0|0
1543,102,10,0,0,100,0,97,0|0|0|0|0|0|0|0
1544,187,12,0,0,500,0,64,0|0|0|0|0|0|0|0
1545,187,12,0,0,500,0,97,0|0|0|0|0|0|0|0
1546,121,10,0,0,100,0,64,0|0|0|0|0|0|0|0
1547,121,10,0,0,100,0,97,0|0|0|0|0|0|0|0
1548,188,12,0,0,100,0,64,0|0|0|0|0|0|0|0
1549,188,12,0,0,100,0,97,0|0|0|0|0|0|0|0
1550,203,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1551,203,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1552,402,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1553,402,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1554,33,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1555,33,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1556,4,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1557,4,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1558,132,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1559,132,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1560,163,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1561,163,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1562,102,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1563,102,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1564,302,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1565,302,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1566,332,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1567,332,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1568,307,3,0,0,100,0,64,0|0|0|0|0|0|0|0
1569,307,3,0,0,100,0,97,0|0|0|0|0|0|0|0
1570,8,2,0,0,100,0,64,0|0|0|0|0|0|0|0
1571,8,2,0,0,100,0,97,0|0|0|0|0|0|0|0
1572,8,3,0,0,100,0,64,0|0|0|0|0|0|0|0
1573,8,3,0,0,100,0,97,0|0|0|0|0|0|0|0
1574,8,4,0,0,100,0,64,0|0|0|0|0|0|0|0
1575,8,4,0,0,100,0,97,0|0|0|0|0|0|0|0
1576,8,5,0,0,100,0,64,0|0|0|0|0|0|0|0
1577,8,5,0,0,100,0,97,0|0|0|0|0|0|0|0
1578,3,9,0,0,100,0,64,0|0|0|0|0|0|0|0
1579,3,9,0,0,100,0,97,0|0|0|0|0|0|0|0
1580,410,2,0,0,100,0,64,0|0|0|0|0|0|0|0
1581,410,2,0,0,100,0,97,0|0|0|0|0|0|0|0
1582,309,5,0,0,100,0,64,0|0|0|0|0|0|0|0
1583,309,5,0,0,100,0,97,0|0|0|0|0|0|0|0
1584,308,4,0,0,100,0,64,0|0|0|0|0|0|0|0
1585,308,4,0,0,100,0,97,0|0|0|0|0|0|0|0
1586,501,8,0,0,100,0,64,0|0|0|0|0|0|0|0
1587,501,8,0,0,100,0,97,0|0|0|0|0|0|0|0
1588,185,12,0,0,600,0,98,0|0|0|0|0|0|0|0
1589,185,12,0,0,600,0,103,0|0|0|0|0|0|0|0
1590,121,10,0,0,100,0,98,0|0|0|0|0|0|0|0
1591,121,10,0,0,100,0,103,0|0|0|0|0|0|0|0
1592,187,12,0,0,600,0,98,0|0|0|0|0|0|0|0
1593,187,12,0,0,600,0,103,0|0|0|0|0|0|0|0
1594,102,10,0,0,100,0,98,0|0|0|0|0|0|0|0
1595,102,10,0,0,100,0,103,0|0|0|0|0|0|0|0
1596,33,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1597,33,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1598,332,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1599,332,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1600,102,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1601,102,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1602,302,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1603,302,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1604,4,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1605,4,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1606,132,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1607,132,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1608,402,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1609,402,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1610,203,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1611,203,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1612,163,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1613,163,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1614,411,2,0,0,100,0,98,0|0|0|0|0|0|0|0
1615,411,2,0,0,100,0,103,0|0|0|0|0|0|0|0
1616,8,2,0,0,100,0,98,0|0|0|0|0|0|0|0
1617,8,2,0,0,100,0,103,0|0|0|0|0|0|0|0
1618,8,3,0,0,100,0,98,0|0|0|0|0|0|0|0
1619,8,3,0,0,100,0,103,0|0|0|0|0|0|0|0
1620,8,4,0,0,100,0,98,0|0|0|0|0|0|0|0
1621,8,4,0,0,100,0,103,0|0|0|0|0|0|0|0
1622,8,5,0,0,100,0,98,0|0|0|0|0|0|0|0
1623,8,5,0,0,100,0,103,0|0|0|0|0|0|0|0
1624,63,9,0,0,100,0,98,0|0|0|0|0|0|0|0
1625,63,9,0,0,100,0,103,0|0|0|0|0|0|0|0
1626,310,5,0,0,100,0,98,0|0|0|0|0|0|0|0
1627,310,5,0,0,100,0,103,0|0|0|0|0|0|0|0
1628,309,4,0,0,100,0,98,0|0|0|0|0|0|0|0
1629,309,4,0,0,100,0,103,0|0|0|0|0|0|0|0
1630,308,3,0,0,100,0,98,0|0|0|0|0|0|0|0
1631,308,3,0,0,100,0,103,0|0|0|0|0|0|0|0
1632,501,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1633,501,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1634,525,8,0,0,100,0,98,0|0|0|0|0|0|0|0
1635,525,8,0,0,100,0,103,0|0|0|0|0|0|0|0
1636,185,12,0,0,700,0,1295,0|0|0|0|0|0|0|0
1637,187,12,0,0,700,0,1295,0|0|0|0|0|0|0|0
1638,102,10,0,0,100,0,1295,0|0|0|0|0|0|0|0
1639,121,10,0,0,100,0,1295,0|0|0|0|0|0|0|0
1640,132,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1641,102,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1642,332,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1643,33,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1644,402,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1645,203,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1646,163,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1647,302,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1648,4,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1649,410,3,0,0,100,0,1295,0|0|0|0|0|0|0|0
1650,8,2,0,0,100,0,1295,0|0|0|0|0|0|0|0
1651,8,3,0,0,100,0,1295,0|0|0|0|0|0|0|0
1652,8,4,0,0,100,0,1295,0|0|0|0|0|0|0|0
1653,8,5,0,0,100,0,1295,0|0|0|0|0|0|0|0
1654,3,9,0,0,100,0,1295,0|0|0|0|0|0|0|0
1655,507,2,0,0,100,0,1295,0|0|0|0|0|0|0|0
1656,408,5,0,0,100,0,1295,0|0|0|0|0|0|0|0
1657,409,4,0,0,100,0,1295,0|0|0|0|0|0|0|0
1658,637,8,0,0,100,0,1295,0|0|0|0|0|0|0|0
1659,185,12,0,0,700,0,45,0|0|0|0|0|0|0|0
1660,185,12,0,0,700,0,99,0|0|0|0|0|0|0|0
1661,101,10,0,0,100,0,45,0|0|0|0|0|0|0|0
1662,101,10,0,0,100,0,99,0|0|0|0|0|0|0|0
1663,186,12,0,0,700,0,45,0|0|0|0|0|0|0|0
1664,186,12,0,0,700,0,99,0|0|0|0|0|0|0|0
1665,120,10,0,0,100,0,45,0|0|0|0|0|0|0|0
1666,120,10,0,0,100,0,99,0|0|0|0|0|0|0|0
1667,301,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1668,301,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1669,331,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1670,331,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1671,401,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1672,401,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1673,202,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1674,202,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1675,131,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1676,131,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1677,32,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1678,32,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1679,162,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1680,162,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1681,3,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1682,3,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1683,101,8,0,0,100,0,45,0|0|0|0|0|0|0|0
1684,101,8,0,0,100,0,99,0|0|0|0|0|0|0|0
1685,205,3,0,0,100,0,45,0|0|0|0|0|0|0|0
1686,205,3,0,0,100,0,99,0|0|0|0|0|0|0|0
1687,7,2,0,0,100,0,45,0|0|0|0|0|0|0|0
1688,7,2,0,0,100,0,99,0|0|0|0|0|0|0|0
1689,7,3,0,0,100,0,45,0|0|0|0|0|0|0|0
1690,7,3,0,0,100,0,99,0|0|0|0|0|0|0|0
1691,7,4,0,0,100,0,45,0|0|0|0|0|0|0|0
1692,7,4,0,0,100,0,99,0|0|0|0|0|0|0|0
1693,7,5,0,0,100,0,45,0|0|0|0|0|0|0|0
1694,7,5,0,0,100,0,99,0|0|0|0|0|0|0|0
1695,61,9,0,0,100,0,45,0|0|0|0|0|0|0|0
1696,61,9,0,0,100,0,99,0|0|0|0|0|0|0|0
1697,304,2,0,0,100,0,45,0|0|0|0|0|0|0|0
1698,304,2,0,0,100,0,99,0|0|0|0|0|0|0|0
